,second,categories
562,562,"['walls', 'decor', 'furniture']"
563,563,"['walls', 'decor', 'design']"
564,564,"['decor', 'walls', 'furniture']"
565,565,"['decor', 'furniture', 'walls']"
566,566,"['decor', 'furniture', 'walls']"
567,567,"['decor', 'furniture', 'walls']"
568,568,"['decor', 'furniture', 'windows']"
569,569,"['design', 'ceiling', 'decor']"
570,570,"['flooring', 'design', 'ceiling']"
571,571,"['design', 'flooring', 'decor']"
572,572,"['design', 'flooring', 'decor']"
573,573,"['decor', 'ceiling', 'flooring']"
574,574,"['decor', 'ceiling', 'flooring']"
575,575,"['decor', 'ceiling', 'flooring']"
576,576,"['decor', 'ceiling', 'flooring']"
577,577,"['decor', 'ceiling', 'flooring']"
578,578,"['decor', 'ceiling', 'flooring']"
579,579,"['furniture', 'decor', 'flooring']"
580,580,"['furniture', 'decor', 'flooring']"
581,581,"['furniture', 'decor', 'design']"
582,582,"['furniture', 'decor', 'design']"
583,583,"['furniture', 'decor', 'walls']"
584,584,"['furniture', 'decor', 'walls']"
585,585,"['furniture', 'decor', 'design']"
586,586,"['walls', 'furniture', 'decor']"
587,587,"['furniture', 'flooring', 'decor']"
588,588,"['walls', 'windows', 'furniture']"
589,589,"['walls', 'decor', 'furniture']"
590,590,"['furniture', 'flooring', 'decor']"
591,591,"['furniture', 'decor', 'walls']"
592,592,"['furniture', 'flooring', 'decor']"
593,593,"['furniture', 'decor', 'flooring']"
594,594,"['design', 'furniture', 'flooring']"
595,595,"['design', 'furniture', 'flooring']"
596,596,"['flooring', 'furniture', 'windows']"
597,597,"['furniture', 'flooring', 'design']"
598,598,"['furniture', 'flooring', 'design']"
599,599,"['furniture', 'flooring', 'design']"
600,600,"['furniture', 'flooring', 'design']"
601,601,"['furniture', 'flooring', 'design']"
602,602,"['furniture', 'flooring', 'design']"
603,603,"['furniture', 'flooring', 'design']"
604,604,"['furniture', 'flooring', 'design']"
605,605,"['furniture', 'flooring', 'design']"
606,606,"['furniture', 'flooring', 'design']"
607,607,"['decor', 'furniture', 'design']"
608,608,"['furniture', 'decor', 'flooring']"
609,609,"['furniture', 'decor', 'flooring']"
610,610,"['furniture', 'decor', 'windows']"
611,611,"['decor', 'furniture', 'walls']"
612,612,"['decor', 'furniture', 'walls']"
613,613,"['decor', 'furniture', 'walls']"
614,614,"['furniture', 'decor', 'walls']"
615,615,"['design', 'flooring', 'decor']"
616,616,"['flooring', 'design', 'ceiling']"
617,617,"['flooring', 'design', 'decor']"
618,618,"['design', 'flooring', 'decor']"
619,619,"['design', 'flooring', 'decor']"
620,620,"['design', 'flooring', 'decor']"
621,621,"['design', 'flooring', 'decor']"
622,622,"['design', 'flooring', 'decor']"
623,623,"['design', 'flooring', 'decor']"
624,624,"['flooring', 'windows', 'furniture']"
625,625,"['flooring', 'furniture', 'decor']"
626,626,"['flooring', 'furniture', 'decor']"
627,627,"['flooring', 'furniture', 'decor']"
628,628,"['flooring', 'furniture', 'decor']"
629,629,"['flooring', 'furniture', 'decor']"
630,630,"['flooring', 'furniture', 'decor']"
631,631,"['flooring', 'furniture', 'windows']"
632,632,"['furniture', 'decor', 'flooring']"
633,633,"['furniture', 'decor', 'flooring']"
634,634,"['decor', 'walls', 'furniture']"
635,635,"['walls', 'decor', 'furniture']"
636,636,"['decor', 'flooring', 'walls']"
637,637,"['decor', 'walls', 'furniture']"
638,638,"['decor', 'walls', 'furniture']"
639,639,"['decor', 'walls', 'flooring']"
640,640,"['decor', 'walls', 'flooring']"
641,641,"['decor', 'walls', 'furniture']"
642,642,"['decor', 'walls', 'flooring']"
643,643,"['decor', 'flooring', 'design']"
644,644,"['flooring', 'decor', 'design']"
645,645,"['flooring', 'decor', 'design']"
646,646,"['flooring', 'decor', 'design']"
647,647,"['flooring', 'decor', 'design']"
648,648,"['flooring', 'decor', 'design']"
649,649,"['flooring', 'decor', 'design']"
650,650,"['flooring', 'decor', 'furniture']"
651,651,"['flooring', 'decor', 'furniture']"
652,652,"['flooring', 'decor', 'furniture']"
653,653,"['flooring', 'decor', 'furniture']"
654,654,"['flooring', 'furniture', 'windows']"
655,655,"['furniture', 'flooring', 'decor']"
656,656,"['decor', 'furniture', 'flooring']"
657,657,"['decor', 'flooring', 'furniture']"
658,658,"['decor', 'flooring', 'design']"
659,659,"['decor', 'design', 'flooring']"
660,660,"['decor', 'windows', 'design']"
661,661,"['decor', 'windows', 'design']"
662,662,"['decor', 'windows', 'design']"
663,663,"['decor', 'windows', 'design']"
664,664,"['decor', 'windows', 'design']"
665,665,"['furniture', 'flooring', 'walls']"
666,666,"['furniture', 'flooring', 'walls']"
667,667,"['furniture', 'walls', 'decor']"
668,668,"['furniture', 'walls', 'flooring']"
669,669,"['furniture', 'walls', 'flooring']"
670,670,"['walls', 'lighting', 'decor']"
671,671,"['walls', 'decor', 'furniture']"
672,672,"['walls', 'decor', 'furniture']"
673,673,"['walls', 'decor', 'furniture']"
674,674,"['walls', 'decor', 'furniture']"
675,675,"['walls', 'decor', 'furniture']"
676,676,"['design', 'furniture', 'flooring']"
677,677,"['design', 'flooring', 'furniture']"
678,678,"['furniture', 'design', 'decor']"
679,679,"['furniture', 'design', 'decor']"
680,680,"['furniture', 'design', 'decor']"
681,681,"['furniture', 'design', 'decor']"
682,682,"['furniture', 'design', 'decor']"
683,683,"['design', 'furniture', 'decor']"
684,684,"['design', 'furniture', 'decor']"
685,685,"['design', 'furniture', 'decor']"
686,686,"['design', 'furniture', 'decor']"
687,687,"['design', 'furniture', 'decor']"
688,688,"['design', 'furniture', 'decor']"
689,689,"['furniture', 'decor', 'flooring']"
690,690,"['furniture', 'decor', 'flooring']"
691,691,"['furniture', 'decor', 'flooring']"
692,692,"['furniture', 'decor', 'flooring']"
693,693,"['furniture', 'decor', 'flooring']"
694,694,"['furniture', 'decor', 'walls']"
695,695,"['furniture', 'decor', 'walls']"
696,696,"['furniture', 'windows', 'flooring']"
697,697,"['furniture', 'decor', 'flooring']"
698,698,"['furniture', 'decor', 'windows']"
699,699,"['furniture', 'decor', 'windows']"
700,700,"['design', 'decor', 'flooring']"
701,701,"['furniture', 'decor', 'flooring']"
702,702,"['furniture', 'decor', 'flooring']"
703,703,"['furniture', 'decor', 'flooring']"
704,704,"['furniture', 'decor', 'flooring']"
705,705,"['furniture', 'decor', 'flooring']"
706,706,"['furniture', 'decor', 'flooring']"
707,707,"['furniture', 'decor', 'flooring']"
708,708,"['furniture', 'walls', 'decor']"
709,709,"['furniture', 'decor', 'walls']"
710,710,"['walls', 'lighting', 'furniture']"
711,711,"['walls', 'furniture', 'lighting']"
712,712,"['flooring', 'design', 'furniture']"
713,713,"['flooring', 'design', 'furniture']"
714,714,"['flooring', 'design', 'furniture']"
715,715,"['flooring', 'furniture', 'decor']"
716,716,"['flooring', 'furniture', 'decor']"
717,717,"['flooring', 'furniture', 'decor']"
718,718,"['flooring', 'furniture', 'decor']"
719,719,"['flooring', 'furniture', 'decor']"
720,720,"['flooring', 'furniture', 'decor']"
721,721,"['flooring', 'furniture', 'decor']"
722,722,"['flooring', 'furniture', 'decor']"
723,723,"['furniture', 'flooring', 'decor']"
724,724,"['furniture', 'decor', 'flooring']"
725,725,"['furniture', 'walls', 'decor']"
726,726,"['furniture', 'walls', 'decor']"
727,727,"['furniture', 'decor', 'walls']"
728,728,"['furniture', 'decor', 'walls']"
729,729,"['furniture', 'walls', 'decor']"
730,730,"['furniture', 'design', 'flooring']"
731,731,"['flooring', 'furniture', 'design']"
732,732,"['design', 'furniture', 'decor']"
733,733,"['design', 'furniture', 'decor']"
734,734,"['design', 'furniture', 'decor']"
735,735,"['design', 'furniture', 'decor']"
736,736,"['design', 'furniture', 'decor']"
737,737,"['design', 'furniture', 'decor']"
738,738,"['lighting', 'ceiling', 'design']"
739,739,"['lighting', 'ceiling', 'design']"
740,740,"['lighting', 'ceiling', 'flooring']"
741,741,"['decor', 'furniture', 'flooring']"
742,742,"['flooring', 'decor', 'furniture']"
743,743,"['flooring', 'decor', 'furniture']"
744,744,"['flooring', 'decor', 'furniture']"
745,745,"['decor', 'walls', 'flooring']"
746,746,"['decor', 'walls', 'furniture']"
747,747,"['decor', 'flooring', 'design']"
748,748,"['decor', 'flooring', 'design']"
749,749,"['windows', 'decor', 'walls']"
750,750,"['decor', 'ceiling', 'design']"
751,751,"['decor', 'ceiling', 'design']"
752,752,"['decor', 'ceiling', 'design']"
753,753,"['decor', 'ceiling', 'design']"
754,754,"['decor', 'ceiling', 'design']"
755,755,"['decor', 'ceiling', 'design']"
756,756,"['walls', 'decor', 'furniture']"
757,757,"['walls', 'windows', 'decor']"
758,758,"['walls', 'decor', 'furniture']"
759,759,"['walls', 'decor', 'furniture']"
760,760,"['decor', 'furniture', 'walls']"
761,761,"['decor', 'walls', 'design']"
762,762,"['walls', 'decor', 'design']"
763,763,"['decor', 'walls', 'design']"
764,764,"['furniture', 'decor', 'walls']"
765,765,"['furniture', 'decor', 'walls']"
766,766,"['furniture', 'decor', 'walls']"
767,767,"['furniture', 'decor', 'walls']"
768,768,"['furniture', 'walls', 'decor']"
769,769,"['walls', 'furniture', 'lighting']"
770,770,"['furniture', 'decor', 'walls']"
771,771,"['walls', 'furniture', 'decor']"
772,772,"['walls', 'furniture', 'decor']"
773,773,"['design', 'furniture', 'flooring']"
774,774,"['design', 'furniture', 'decor']"
775,775,"['design', 'decor', 'windows']"
776,776,"['lighting', 'design', 'decor']"
777,777,"['lighting', 'design', 'decor']"
778,778,"['furniture', 'decor', 'flooring']"
779,779,"['furniture', 'decor', 'windows']"
780,780,"['flooring', 'decor', 'furniture']"
781,781,"['flooring', 'decor', 'furniture']"
782,782,"['furniture', 'decor', 'windows']"
783,783,"['furniture', 'decor', 'windows']"
784,784,"['flooring', 'furniture', 'decor']"
785,785,"['furniture', 'decor', 'flooring']"
786,786,"['furniture', 'decor', 'flooring']"
787,787,"['furniture', 'decor', 'flooring']"
788,788,"['decor', 'furniture', 'walls']"
789,789,"['decor', 'furniture', 'design']"
790,790,"['furniture', 'decor', 'flooring']"
791,791,"['walls', 'decor', 'furniture']"
792,792,"['decor', 'furniture', 'walls']"
793,793,"['decor', 'walls', 'furniture']"
794,794,"['furniture', 'decor', 'windows']"
795,795,"['furniture', 'decor', 'flooring']"
796,796,"['design', 'flooring', 'decor']"
797,797,"['decor', 'design', 'ceiling']"
798,798,"['decor', 'design', 'ceiling']"
799,799,"['decor', 'design', 'ceiling']"
800,800,"['decor', 'design', 'ceiling']"
801,801,"['decor', 'design', 'ceiling']"
802,802,"['flooring', 'furniture', 'decor']"
803,803,"['furniture', 'flooring', 'decor']"
804,804,"['furniture', 'decor', 'flooring']"
805,805,"['flooring', 'furniture', 'decor']"
806,806,"['walls', 'furniture', 'decor']"
807,807,"['walls', 'furniture', 'decor']"
808,808,"['walls', 'furniture', 'decor']"
809,809,"['walls', 'furniture', 'windows']"
810,810,"['walls', 'furniture', 'decor']"
811,811,"['walls', 'furniture', 'decor']"
812,812,"['walls', 'ceiling', 'lighting']"
813,813,"['furniture', 'flooring', 'decor']"
814,814,"['design', 'decor', 'furniture']"
815,815,"['design', 'decor', 'furniture']"
816,816,"['design', 'decor', 'furniture']"
817,817,"['design', 'decor', 'furniture']"
818,818,"['flooring', 'furniture', 'decor']"
819,819,"['furniture', 'flooring', 'decor']"
820,820,"['decor', 'design', 'lighting']"
821,821,"['design', 'decor', 'lighting']"
822,822,"['design', 'decor', 'lighting']"
823,823,"['design', 'decor', 'lighting']"
824,824,"['design', 'decor', 'lighting']"
825,825,"['furniture', 'decor', 'design']"
826,826,"['furniture', 'decor', 'windows']"
827,827,"['furniture', 'decor', 'flooring']"
828,828,"['furniture', 'decor', 'windows']"
829,829,"['decor', 'walls', 'furniture']"
830,830,"['furniture', 'decor', 'flooring']"
831,831,"['furniture', 'decor', 'flooring']"
832,832,"['decor', 'furniture', 'design']"
833,833,"['furniture', 'decor', 'flooring']"
834,834,"['furniture', 'decor', 'walls']"
835,835,"['decor', 'walls', 'furniture']"
836,836,"['design', 'decor', 'flooring']"
837,837,"['design', 'decor', 'flooring']"
838,838,"['design', 'decor', 'flooring']"
839,839,"['design', 'decor', 'flooring']"
840,840,"['design', 'decor', 'flooring']"
841,841,"['design', 'decor', 'flooring']"
842,842,"['design', 'decor', 'flooring']"
843,843,"['design', 'flooring', 'decor']"
844,844,"['windows', 'design', 'walls']"
845,845,"['design', 'windows', 'flooring']"
846,846,"['design', 'decor', 'lighting']"
847,847,"['design', 'windows', 'flooring']"
848,848,"['furniture', 'decor', 'windows']"
849,849,"['decor', 'furniture', 'design']"
850,850,"['decor', 'furniture', 'design']"
851,851,"['decor', 'design', 'furniture']"
852,852,"['decor', 'design', 'furniture']"
853,853,"['decor', 'design', 'furniture']"
854,854,"['furniture', 'flooring', 'decor']"
855,855,"['furniture', 'flooring', 'decor']"
856,856,"['furniture', 'flooring', 'decor']"
857,857,"['walls', 'furniture', 'lighting']"
858,858,"['walls', 'furniture', 'lighting']"
859,859,"['furniture', 'flooring', 'decor']"
860,860,"['furniture', 'flooring', 'decor']"
861,861,"['furniture', 'flooring', 'decor']"
862,862,"['furniture', 'flooring', 'decor']"
863,863,"['design', 'decor', 'furniture']"
864,864,"['decor', 'design', 'furniture']"
865,865,"['decor', 'design', 'flooring']"
866,866,"['decor', 'design', 'flooring']"
867,867,"['decor', 'design', 'flooring']"
868,868,"['decor', 'design', 'flooring']"
869,869,"['decor', 'design', 'flooring']"
870,870,"['decor', 'design', 'flooring']"
871,871,"['decor', 'design', 'flooring']"
872,872,"['decor', 'design', 'flooring']"
873,873,"['decor', 'design', 'flooring']"
874,874,"['decor', 'design', 'flooring']"
875,875,"['furniture', 'decor', 'flooring']"
876,876,"['furniture', 'decor', 'windows']"
877,877,"['design', 'flooring', 'decor']"
878,878,"['design', 'decor', 'flooring']"
879,879,"['decor', 'design', 'flooring']"
880,880,"['decor', 'design', 'flooring']"
881,881,"['decor', 'design', 'flooring']"
882,882,"['design', 'decor', 'ceiling']"
883,883,"['design', 'decor', 'ceiling']"
884,884,"['design', 'decor', 'ceiling']"
885,885,"['design', 'decor', 'ceiling']"
886,886,"['design', 'decor', 'ceiling']"
887,887,"['design', 'decor', 'ceiling']"
888,888,"['design', 'decor', 'ceiling']"
889,889,"['design', 'decor', 'ceiling']"
890,890,"['design', 'decor', 'ceiling']"
891,891,"['decor', 'ceiling', 'flooring']"
892,892,"['furniture', 'decor', 'flooring']"
893,893,"['furniture', 'flooring', 'decor']"
894,894,"['furniture', 'decor', 'flooring']"
895,895,"['furniture', 'flooring', 'decor']"
896,896,"['walls', 'lighting', 'furniture']"
897,897,"['walls', 'furniture', 'decor']"
898,898,"['walls', 'furniture', 'lighting']"
899,899,"['design', 'decor', 'furniture']"
900,900,"['decor', 'design', 'lighting']"
901,901,"['decor', 'design', 'furniture']"
902,902,"['decor', 'design', 'furniture']"
903,903,"['decor', 'design', 'furniture']"
904,904,"['decor', 'design', 'furniture']"
905,905,"['decor', 'design', 'furniture']"
906,906,"['decor', 'design', 'furniture']"
907,907,"['decor', 'design', 'furniture']"
908,908,"['decor', 'design', 'furniture']"
909,909,"['decor', 'design', 'furniture']"
910,910,"['decor', 'design', 'furniture']"
911,911,"['decor', 'design', 'furniture']"
912,912,"['design', 'decor', 'furniture']"
913,913,"['furniture', 'decor', 'flooring']"
914,914,"['furniture', 'decor', 'flooring']"
915,915,"['decor', 'furniture', 'design']"
916,916,"['decor', 'furniture', 'flooring']"
917,917,"['design', 'flooring', 'decor']"
918,918,"['flooring', 'design', 'decor']"
919,919,"['flooring', 'design', 'decor']"
920,920,"['flooring', 'design', 'decor']"
921,921,"['flooring', 'design', 'decor']"
922,922,"['flooring', 'design', 'decor']"
923,923,"['flooring', 'design', 'decor']"
924,924,"['design', 'flooring', 'decor']"
925,925,"['design', 'flooring', 'decor']"
926,926,"['design', 'flooring', 'decor']"
927,927,"['ceiling', 'furniture', 'decor']"
928,928,"['walls', 'design', 'ceiling']"
929,929,"['walls', 'design', 'ceiling']"
930,930,"['walls', 'design', 'ceiling']"
931,931,"['flooring', 'furniture', 'decor']"
932,932,"['decor', 'flooring', 'furniture']"
933,933,"['decor', 'flooring', 'ceiling']"
934,934,"['decor', 'flooring', 'ceiling']"
935,935,"['decor', 'flooring', 'ceiling']"
936,936,"['decor', 'flooring', 'ceiling']"
937,937,"['decor', 'flooring', 'ceiling']"
938,938,"['decor', 'flooring', 'ceiling']"
939,939,"['decor', 'flooring', 'ceiling']"
940,940,"['decor', 'flooring', 'ceiling']"
941,941,"['decor', 'flooring', 'ceiling']"
942,942,"['decor', 'flooring', 'ceiling']"
943,943,"['decor', 'furniture', 'lighting']"
944,944,"['furniture', 'decor', 'flooring']"
945,945,"['furniture', 'decor', 'flooring']"
946,946,"['furniture', 'decor', 'flooring']"
947,947,"['furniture', 'decor', 'walls']"
948,948,"['furniture', 'decor', 'flooring']"
949,949,"['furniture', 'decor', 'flooring']"
950,950,"['design', 'decor', 'furniture']"
951,951,"['design', 'decor', 'furniture']"
952,952,"['design', 'decor', 'furniture']"
953,953,"['design', 'decor', 'furniture']"
954,954,"['furniture', 'decor', 'windows']"
955,955,"['furniture', 'decor', 'windows']"
956,956,"['design', 'flooring', 'decor']"
957,957,"['design', 'flooring', 'decor']"
958,958,"['design', 'flooring', 'decor']"
959,959,"['design', 'flooring', 'decor']"
960,960,"['design', 'flooring', 'decor']"
961,961,"['design', 'flooring', 'decor']"
962,962,"['design', 'flooring', 'decor']"
963,963,"['design', 'decor', 'flooring']"
964,964,"['design', 'decor', 'flooring']"
965,965,"['design', 'decor', 'flooring']"
966,966,"['design', 'furniture', 'decor']"
967,967,"['design', 'decor', 'furniture']"
968,968,"['design', 'decor', 'furniture']"
969,969,"['design', 'decor', 'furniture']"
970,970,"['furniture', 'decor', 'flooring']"
971,971,"['furniture', 'decor', 'flooring']"
972,972,"['decor', 'furniture', 'flooring']"
973,973,"['furniture', 'decor', 'flooring']"
974,974,"['furniture', 'decor', 'flooring']"
975,975,"['furniture', 'decor', 'flooring']"
976,976,"['furniture', 'decor', 'flooring']"
977,977,"['furniture', 'decor', 'flooring']"
978,978,"['decor', 'furniture', 'flooring']"
979,979,"['furniture', 'decor', 'flooring']"
980,980,"['furniture', 'decor', 'flooring']"
981,981,"['furniture', 'flooring', 'decor']"
982,982,"['furniture', 'flooring', 'decor']"
983,983,"['furniture', 'decor', 'flooring']"
984,984,"['furniture', 'decor', 'windows']"
985,985,"['furniture', 'decor', 'windows']"
986,986,"['furniture', 'decor', 'flooring']"
987,987,"['furniture', 'decor', 'flooring']"
988,988,"['furniture', 'decor', 'flooring']"
989,989,"['furniture', 'decor', 'flooring']"
990,990,"['design', 'decor', 'furniture']"
991,991,"['design', 'decor', 'furniture']"
992,992,"['design', 'decor', 'furniture']"
993,993,"['furniture', 'decor', 'design']"
994,994,"['furniture', 'decor', 'flooring']"
995,995,"['furniture', 'decor', 'flooring']"
996,996,"['furniture', 'decor', 'flooring']"
997,997,"['furniture', 'decor', 'flooring']"
998,998,"['furniture', 'decor', 'flooring']"
999,999,"['furniture', 'decor', 'flooring']"
1000,1000,"['furniture', 'decor', 'flooring']"
1001,1001,"['furniture', 'decor', 'flooring']"
1002,1002,"['decor', 'furniture', 'flooring']"
1003,1003,"['furniture', 'decor', 'flooring']"
1004,1004,"['furniture', 'decor', 'flooring']"
1005,1005,"['furniture', 'decor', 'flooring']"
1006,1006,"['furniture', 'decor', 'flooring']"
1007,1007,"['furniture', 'decor', 'flooring']"
1008,1008,"['furniture', 'decor', 'flooring']"
1009,1009,"['furniture', 'decor', 'flooring']"
1010,1010,"['furniture', 'decor', 'flooring']"
1011,1011,"['furniture', 'decor', 'flooring']"
1012,1012,"['furniture', 'decor', 'flooring']"
1013,1013,"['furniture', 'decor', 'flooring']"
1014,1014,"['furniture', 'decor', 'flooring']"
1015,1015,"['furniture', 'decor', 'flooring']"
1016,1016,"['design', 'decor', 'furniture']"
1017,1017,"['design', 'decor', 'furniture']"
1018,1018,"['design', 'decor', 'furniture']"
1019,1019,"['design', 'decor', 'furniture']"
1020,1020,"['design', 'decor', 'furniture']"
1021,1021,"['design', 'decor', 'furniture']"
1022,1022,"['design', 'decor', 'furniture']"
1023,1023,"['design', 'decor', 'furniture']"
1024,1024,"['design', 'decor', 'furniture']"
1025,1025,"['design', 'decor', 'furniture']"
1026,1026,"['decor', 'walls', 'furniture']"
1027,1027,"['decor', 'furniture', 'flooring']"
1028,1028,"['decor', 'furniture', 'walls']"
1029,1029,"['furniture', 'decor', 'flooring']"
1030,1030,"['furniture', 'decor', 'flooring']"
1031,1031,"['furniture', 'decor', 'flooring']"
1032,1032,"['furniture', 'decor', 'flooring']"
1033,1033,"['furniture', 'decor', 'flooring']"
1034,1034,"['furniture', 'decor', 'flooring']"
1035,1035,"['furniture', 'decor', 'flooring']"
1036,1036,"['furniture', 'decor', 'flooring']"
1037,1037,"['furniture', 'decor', 'flooring']"
1038,1038,"['furniture', 'decor', 'flooring']"
1039,1039,"['furniture', 'decor', 'flooring']"
1040,1040,"['furniture', 'decor', 'flooring']"
1041,1041,"['flooring', 'furniture', 'decor']"
1042,1042,"['decor', 'furniture', 'flooring']"
1043,1043,"['decor', 'flooring', 'furniture']"
1044,1044,"['furniture', 'decor', 'flooring']"
1045,1045,"['decor', 'furniture', 'flooring']"
1046,1046,"['decor', 'furniture', 'flooring']"
1047,1047,"['furniture', 'flooring', 'decor']"
1048,1048,"['flooring', 'furniture', 'decor']"
1049,1049,"['decor', 'flooring', 'furniture']"
1050,1050,"['decor', 'flooring', 'furniture']"
1051,1051,"['flooring', 'decor', 'furniture']"
1052,1052,"['flooring', 'decor', 'furniture']"
1053,1053,"['flooring', 'decor', 'furniture']"
1054,1054,"['furniture', 'flooring', 'decor']"
1055,1055,"['furniture', 'flooring', 'decor']"
1056,1056,"['furniture', 'decor', 'flooring']"
1057,1057,"['furniture', 'decor', 'flooring']"
1058,1058,"['furniture', 'decor', 'flooring']"
1059,1059,"['furniture', 'decor', 'flooring']"
1060,1060,"['furniture', 'decor', 'flooring']"
1061,1061,"['furniture', 'decor', 'flooring']"
1062,1062,"['furniture', 'decor', 'flooring']"
1063,1063,"['furniture', 'decor', 'flooring']"
1064,1064,"['decor', 'furniture', 'flooring']"
1065,1065,"['decor', 'furniture', 'flooring']"
1066,1066,"['furniture', 'decor', 'flooring']"
1067,1067,"['decor', 'flooring', 'furniture']"
1068,1068,"['decor', 'flooring', 'furniture']"
1069,1069,"['decor', 'flooring', 'furniture']"
1070,1070,"['decor', 'furniture', 'flooring']"
1071,1071,"['decor', 'flooring', 'furniture']"
1072,1072,"['decor', 'flooring', 'furniture']"
1073,1073,"['decor', 'flooring', 'furniture']"
1074,1074,"['furniture', 'decor', 'flooring']"
1075,1075,"['furniture', 'decor', 'flooring']"
1076,1076,"['furniture', 'decor', 'flooring']"
1077,1077,"['furniture', 'decor', 'flooring']"
1078,1078,"['furniture', 'decor', 'flooring']"
1079,1079,"['furniture', 'decor', 'windows']"
1080,1080,"['furniture', 'decor', 'flooring']"
1081,1081,"['furniture', 'decor', 'flooring']"
1082,1082,"['furniture', 'decor', 'flooring']"
1083,1083,"['furniture', 'decor', 'flooring']"
1084,1084,"['decor', 'flooring', 'furniture']"
1085,1085,"['decor', 'flooring', 'furniture']"
1086,1086,"['decor', 'flooring', 'furniture']"
1087,1087,"['decor', 'flooring', 'furniture']"
1088,1088,"['flooring', 'decor', 'furniture']"
1089,1089,"['decor', 'flooring', 'furniture']"
1090,1090,"['decor', 'flooring', 'furniture']"
1091,1091,"['decor', 'flooring', 'furniture']"
1092,1092,"['furniture', 'decor', 'flooring']"
1093,1093,"['furniture', 'decor', 'flooring']"
1094,1094,"['furniture', 'decor', 'flooring']"
1095,1095,"['furniture', 'decor', 'flooring']"
1096,1096,"['furniture', 'decor', 'flooring']"
1097,1097,"['furniture', 'decor', 'flooring']"
1098,1098,"['furniture', 'decor', 'flooring']"
1099,1099,"['furniture', 'decor', 'flooring']"
1100,1100,"['design', 'furniture', 'decor']"
1101,1101,"['design', 'decor', 'furniture']"
1102,1102,"['flooring', 'decor', 'design']"
1103,1103,"['flooring', 'decor', 'design']"
1104,1104,"['flooring', 'decor', 'design']"
1105,1105,"['flooring', 'design', 'decor']"
1106,1106,"['design', 'decor', 'walls']"
1107,1107,"['design', 'decor', 'walls']"
1108,1108,"['design', 'decor', 'walls']"
1109,1109,"['design', 'decor', 'walls']"
